Date,Open,High,Low,Close,Adj Close,Volume
2014-05-08,0.917734,0.920895,0.917170,0.917600,0.917600,0
2014-05-09,0.923361,0.924984,0.916338,0.923344,0.923344,0
2014-05-12,0.917541,0.920048,0.917212,0.917600,0.917600,0
2014-05-13,0.917675,0.918544,0.915583,0.917600,0.917600,0
2014-05-14,0.917112,0.918780,0.915734,0.916926,0.916926,0
2014-05-15,0.918442,0.921319,0.918375,0.918527,0.918527,0
2014-05-16,0.919397,0.920556,0.918417,0.919456,0.919456,0
2014-05-19,0.920420,0.921829,0.919506,0.920480,0.920480,0
2014-05-20,0.919794,0.920386,0.916221,0.919802,0.919802,0
2014-05-21,0.916632,0.918105,0.914077,0.916725,0.916725,0
2014-05-22,0.916338,0.918189,0.915533,0.916271,0.916271,0
2014-05-23,0.918021,0.920336,0.916750,0.918021,0.918021,0
2014-05-26,0.919972,0.921489,0.919828,0.920048,0.920048,0
2014-05-27,0.921048,0.923361,0.919938,0.921150,0.921150,0
2014-05-28,0.921311,0.922509,0.920022,0.921319,0.921319,0
2014-05-29,0.919963,0.923694,0.919473,0.920048,0.920048,0
2014-05-30,0.922765,0.924214,0.920471,0.922714,0.922714,0
2014-06-02,0.922339,0.922339,0.917170,0.922254,0.922254,0
2014-06-03,0.917330,0.918324,0.915642,0.917246,0.917246,0
2014-06-04,0.916087,0.916170,0.913025,0.916087,0.916087,0
2014-06-05,0.913843,0.915952,0.912742,0.913993,0.913993,0
2014-06-06,0.915717,0.916842,0.913476,0.915684,0.915684,0
2014-06-09,0.914495,0.917347,0.914344,0.915307,0.915307,0
2014-06-10,0.916977,0.918358,0.915919,0.916926,0.916926,0
2014-06-11,0.917684,0.920726,0.917179,0.917583,0.917583,0
2014-06-12,0.920099,0.922424,0.920090,0.920116,0.920116,0
2014-06-13,0.921192,0.922339,0.920099,0.921226,0.921226,0
2014-06-16,0.921065,0.922935,0.919084,0.921150,0.921150,0
2014-06-17,0.921829,0.921999,0.919709,0.921735,0.921735,0
2014-06-18,0.920726,0.921065,0.919625,0.920641,0.920641,0
2014-06-19,0.922884,0.925497,0.922807,0.922935,0.922935,0
2014-06-20,0.924471,0.929973,0.923788,0.924471,0.924471,0
2014-06-23,0.930042,0.933114,0.929990,0.930060,0.930060,0
2014-06-24,0.931966,0.933532,0.930813,0.931940,0.931940,0
2014-06-25,0.930691,0.932862,0.930111,0.930839,0.930839,0
2014-06-26,0.932514,0.934405,0.932436,0.932670,0.932670,0
2014-06-27,0.935279,0.937383,0.934981,0.935322,0.935322,0
2014-06-30,0.937647,0.938853,0.935051,0.937603,0.937603,0
2014-07-01,0.937128,0.938967,0.936584,0.937119,0.937119,0
2014-07-02,0.940291,0.941708,0.937515,0.940398,0.940398,0
2014-07-03,0.937427,0.940380,0.936452,0.937506,0.937506,0
2014-07-04,0.940115,0.941088,0.939311,0.940159,0.940159,0
2014-07-07,0.938791,0.940734,0.936680,0.938967,0.938967,0
2014-07-08,0.936154,0.937972,0.935191,0.936154,0.936154,0
2014-07-09,0.937049,0.939232,0.936049,0.937005,0.937005,0
2014-07-10,0.939143,0.939408,0.936812,0.939020,0.939020,0
2014-07-11,0.939143,0.941088,0.932644,0.939117,0.939117,0
2014-07-14,0.932227,0.934405,0.930544,0.932201,0.932201,0
2014-07-15,0.933297,0.933297,0.929014,0.933271,0.933271,0
2014-07-16,0.929524,0.930683,0.926612,0.929437,0.929437,0
2014-07-17,0.931402,0.932662,0.929359,0.931376,0.931376,0
2014-07-18,0.929239,0.933524,0.929161,0.929247,0.929247,0
2014-07-21,0.931272,0.932227,0.930129,0.931159,0.931159,0
2014-07-22,0.931272,0.932053,0.929541,0.931307,0.931307,0
2014-07-23,0.931237,0.933707,0.930717,0.931272,0.931272,0
2014-07-24,0.931932,0.933445,0.930622,0.931932,0.931932,0
2014-07-25,0.930804,0.931706,0.924599,0.930752,0.930752,0
2014-07-28,0.924984,0.926183,0.924454,0.925027,0.925027,0
2014-07-29,0.926115,0.926269,0.921243,0.926097,0.926097,0
2014-07-30,0.921532,0.921744,0.916590,0.921634,0.921634,0
2014-07-31,0.916842,0.919337,0.915332,0.916842,0.916842,0
2014-08-01,0.917011,0.918729,0.913893,0.916985,0.916985,0
2014-08-04,0.915533,0.916422,0.914687,0.915617,0.915617,0
2014-08-05,0.917002,0.917011,0.911162,0.916977,0.916977,0
2014-08-06,0.912176,0.915332,0.910440,0.912234,0.912234,0
2014-08-07,0.915961,0.917078,0.914327,0.916053,0.916053,0
2014-08-08,0.914829,0.916456,0.910573,0.914804,0.914804,0
2014-08-11,0.911519,0.914662,0.911079,0.911743,0.911743,0
2014-08-12,0.915131,0.915248,0.913209,0.915131,0.915131,0
2014-08-13,0.915181,0.916800,0.914210,0.915349,0.915349,0
2014-08-14,0.916296,0.918695,0.915692,0.916271,0.916271,0
2014-08-15,0.916851,0.920675,0.915977,0.916918,0.916918,0
2014-08-18,0.918105,0.919879,0.917515,0.918080,0.918080,0
2014-08-19,0.918358,0.920217,0.914813,0.918248,0.918248,0
2014-08-20,0.914244,0.914771,0.912409,0.914068,0.914068,0
2014-08-21,0.911652,0.914052,0.910307,0.911826,0.911826,0
2014-08-22,0.913701,0.915416,0.912226,0.913609,0.913609,0
2014-08-25,0.911743,0.914160,0.910797,0.911668,0.911668,0
2014-08-26,0.909587,0.913409,0.909446,0.909670,0.909670,0
2014-08-27,0.913325,0.918746,0.913084,0.913242,0.913242,0
2014-08-28,0.920200,0.922935,0.920200,0.920175,0.920175,0
2014-08-29,0.921234,0.924642,0.920726,0.921234,0.921234,0
2014-09-01,0.919439,0.921404,0.919346,0.919447,0.919447,0
2014-09-02,0.920217,0.920302,0.914562,0.920048,0.920048,0
2014-09-03,0.915080,0.919879,0.913843,0.914913,0.914913,0
2014-09-04,0.918307,0.924078,0.916658,0.918442,0.918442,0
2014-09-05,0.918611,0.922279,0.917305,0.918780,0.918780,0
2014-09-08,0.918729,0.918949,0.914436,0.918653,0.918653,0
2014-09-09,0.910614,0.911826,0.906618,0.910664,0.910664,0
2014-09-10,0.911236,0.913159,0.908018,0.911212,0.911212,0
2014-09-11,0.913200,0.914135,0.905879,0.913409,0.913409,0
2014-09-12,0.906093,0.906618,0.902438,0.906117,0.906117,0
2014-09-15,0.901957,0.904936,0.901031,0.901941,0.901941,0
2014-09-16,0.904961,0.910581,0.903228,0.905010,0.905010,0
2014-09-17,0.911220,0.914135,0.910788,0.911328,0.911328,0
2014-09-18,0.908356,0.914913,0.907869,0.908381,0.908381,0
2014-09-19,0.913868,0.918307,0.910821,0.913918,0.913918,0
2014-09-22,0.913634,0.915248,0.907383,0.913617,0.913617,0
2014-09-23,0.905797,0.910249,0.904151,0.905904,0.905904,0
2014-09-24,0.903261,0.903751,0.899264,0.903342,0.903342,0
2014-09-25,0.903130,0.903914,0.898876,0.902935,0.902935,0
2014-09-26,0.900414,0.901632,0.895536,0.900576,0.900576,0
2014-09-29,0.895664,0.898360,0.894646,0.895736,0.895736,0
2014-09-30,0.896025,0.898311,0.892299,0.896089,0.896089,0
2014-10-01,0.892299,0.895736,0.891139,0.892395,0.892395,0
2014-10-02,0.896781,0.903261,0.894775,0.896861,0.896861,0
2014-10-03,0.896322,0.896322,0.887445,0.896379,0.896379,0
2014-10-06,0.888155,0.895047,0.888099,0.888123,0.888123,0
2014-10-07,0.897199,0.898376,0.893495,0.897304,0.897304,0
2014-10-08,0.896057,0.896620,0.892220,0.896218,0.896218,0
2014-10-09,0.900658,0.902446,0.896483,0.900658,0.900658,0
2014-10-10,0.894382,0.896009,0.891266,0.894246,0.894246,0
2014-10-13,0.893975,0.894406,0.891425,0.893855,0.893855,0
2014-10-14,0.892379,0.893416,0.888391,0.892459,0.892459,0
2014-10-15,0.883861,0.889411,0.878372,0.883783,0.883783,0
2014-10-16,0.887469,0.889363,0.880359,0.887776,0.887776,0
2014-10-17,0.888099,0.891981,0.887603,0.888021,0.888021,0
2014-10-20,0.885818,0.889126,0.885818,0.885897,0.885897,0
2014-10-21,0.885426,0.892459,0.885285,0.885583,0.885583,0
2014-10-22,0.890631,0.893591,0.886077,0.890631,0.890631,0
2014-10-23,0.888889,0.892339,0.887942,0.888889,0.888889,0
2014-10-24,0.890948,0.893376,0.890234,0.891027,0.891027,0
2014-10-27,0.889838,0.891949,0.888739,0.889838,0.889838,0
2014-10-28,0.888952,0.895576,0.888826,0.889047,0.889047,0
2014-10-29,0.895415,0.899281,0.895183,0.895415,0.895415,0
2014-10-30,0.893559,0.895744,0.891329,0.893575,0.893575,0
2014-10-31,0.893336,0.894135,0.882644,0.893336,0.893336,0
2014-11-03,0.885975,0.887887,0.883041,0.885975,0.885975,0
2014-11-04,0.880336,0.882145,0.875297,0.880468,0.880468,0
2014-11-05,0.877824,0.878063,0.872288,0.877740,0.877740,0
2014-11-06,0.877670,0.878889,0.874355,0.877639,0.877639,0
2014-11-07,0.875197,0.882465,0.873568,0.875174,0.875174,0
2014-11-10,0.882768,0.885191,0.882301,0.882800,0.882800,0
2014-11-11,0.879422,0.882145,0.877108,0.879546,0.879546,0
2014-11-12,0.882301,0.886462,0.880444,0.882301,0.882301,0
2014-11-13,0.883236,0.884956,0.881337,0.883197,0.883197,0
2014-11-14,0.878657,0.884377,0.877786,0.878657,0.878657,0
2014-11-17,0.885881,0.887548,0.883057,0.885685,0.885685,0
2014-11-18,0.885269,0.888336,0.883314,0.885347,0.885347,0
2014-11-19,0.883548,0.883704,0.880669,0.883252,0.883252,0
2014-11-20,0.881135,0.885269,0.879631,0.881135,0.881135,0
2014-11-21,0.884251,0.893072,0.883018,0.884251,0.884251,0
2014-11-24,0.890345,0.891107,0.886462,0.890456,0.890456,0
2014-11-25,0.885897,0.890234,0.883861,0.885818,0.885818,0
2014-11-26,0.888968,0.890393,0.885261,0.889047,0.889047,0
2014-11-27,0.888652,0.890393,0.882060,0.888739,0.888739,0
2014-11-28,0.881912,0.882301,0.873874,0.881912,0.881912,0
2014-12-01,0.873294,0.880514,0.872737,0.873065,0.873065,0
2014-12-02,0.883291,0.883626,0.875427,0.883392,0.883392,0
2014-12-03,0.877193,0.881213,0.876117,0.877193,0.877193,0
2014-12-04,0.879894,0.881904,0.877639,0.880096,0.880096,0
2014-12-05,0.878272,0.878503,0.871452,0.878194,0.878194,0
2014-12-08,0.873729,0.875197,0.872121,0.873744,0.873744,0
2014-12-09,0.871095,0.877347,0.869792,0.870997,0.870997,0
2014-12-10,0.874103,0.874585,0.869641,0.874202,0.874202,0
2014-12-11,0.872258,0.873744,0.867017,0.872068,0.872068,0
2014-12-12,0.867303,0.867980,0.862887,0.867431,0.867431,0
2014-12-15,0.864970,0.866033,0.860163,0.864738,0.864738,0
2014-12-16,0.857581,0.861475,0.857427,0.858089,0.858089,0
2014-12-17,0.859668,0.860585,0.857045,0.859697,0.859697,0
2014-12-18,0.859387,0.864379,0.858738,0.859402,0.859402,0
2014-12-19,0.863260,0.864603,0.860001,0.863334,0.863334,0
2014-12-22,0.861475,0.864080,0.858952,0.861104,0.861104,0
2014-12-23,0.859033,0.861549,0.857265,0.858922,0.858922,0
2014-12-24,0.860652,0.862597,0.859180,0.860733,0.860733,0
2014-12-25,0.860578,0.861601,0.860067,0.860578,0.860578,0
2014-12-26,0.860407,0.861920,0.860200,0.860733,0.860733,0
2014-12-29,0.859697,0.861920,0.859180,0.859764,0.859764,0
2014-12-30,0.858959,0.862143,0.858340,0.859011,0.859011,0
2014-12-31,0.861816,0.864230,0.860963,0.861712,0.861712,0
2015-01-01,0.860985,0.860985,0.860985,0.860985,0.860985,0
2015-01-02,0.860807,0.860956,0.852660,0.861030,0.861030,0
2015-01-05,0.848040,0.850268,0.846604,0.847961,0.847961,0
2015-01-06,0.850629,0.852442,0.848076,0.850557,0.850557,0
2015-01-07,0.844809,0.846597,0.842652,0.844809,0.844809,0
2015-01-08,0.846217,0.847817,0.844730,0.846131,0.846131,0
2015-01-09,0.845523,0.847027,0.841213,0.845494,0.845494,0
2015-01-12,0.844388,0.845166,0.837942,0.844288,0.844288,0
2015-01-13,0.835562,0.838181,0.833889,0.835562,0.835562,0
2015-01-14,0.836610,0.838371,0.832272,0.836505,0.836505,0
2015-01-15,0.837044,0.847170,0.833945,0.837030,0.837030,0
2015-01-16,0.836260,0.836260,0.830220,0.836260,0.836260,0
2015-01-19,0.835492,0.836960,0.834411,0.835401,0.835401,0
2015-01-20,0.836554,0.836820,0.825900,0.836470,0.836470,0
2015-01-21,0.825628,0.828940,0.811557,0.825552,0.825552,0
2015-01-22,0.810176,0.812018,0.807363,0.810123,0.810123,0
2015-01-23,0.807467,0.808996,0.803065,0.807611,0.807611,0
2015-01-26,0.802729,0.805348,0.801661,0.802761,0.802761,0
2015-01-27,0.801410,0.807774,0.800295,0.801327,0.801327,0
2015-01-28,0.806777,0.806855,0.802768,0.806842,0.806842,0
2015-01-29,0.798276,0.799316,0.795045,0.798594,0.798594,0
2015-01-30,0.792883,0.793021,0.781714,0.792896,0.792896,0
2015-02-02,0.788146,0.795634,0.782975,0.788140,0.788140,0
2015-02-03,0.794786,0.800833,0.791008,0.794723,0.794723,0
2015-02-04,0.803729,0.807103,0.794445,0.803794,0.803794,0
2015-02-05,0.795039,0.805614,0.794660,0.795102,0.795102,0
2015-02-06,0.804182,0.805399,0.800711,0.804182,0.804182,0
2015-02-09,0.798977,0.804570,0.798575,0.798913,0.798913,0
2015-02-10,0.801603,0.803406,0.797804,0.801674,0.801674,0
2015-02-11,0.794679,0.795418,0.787786,0.794660,0.794660,0
2015-02-12,0.792519,0.803652,0.790851,0.792581,0.792581,0
2015-02-13,0.799475,0.805004,0.797715,0.799412,0.799412,0
2015-02-16,0.802955,0.805283,0.801244,0.802942,0.802942,0
2015-02-17,0.801667,0.808931,0.801667,0.801629,0.801629,0
2015-02-18,0.807103,0.807676,0.802375,0.807050,0.807050,0
2015-02-19,0.802890,0.804143,0.797257,0.802890,0.802890,0
2015-02-20,0.800705,0.805023,0.796007,0.800621,0.800621,0
2015-02-23,0.797887,0.797887,0.792205,0.797900,0.797900,0
2015-02-24,0.795412,0.796261,0.789858,0.795355,0.795355,0
2015-02-25,0.800448,0.806361,0.800448,0.800256,0.800256,0
2015-02-26,0.804447,0.807272,0.798658,0.804428,0.804428,0
2015-02-27,0.799706,0.803213,0.799424,0.799808,0.799808,0
2015-03-02,0.799169,0.801468,0.796242,0.799073,0.799073,0
2015-03-03,0.797385,0.804343,0.797283,0.797512,0.797512,0
2015-03-04,0.800961,0.803665,0.797804,0.801090,0.801090,0
2015-03-05,0.804894,0.805932,0.800730,0.804868,0.804868,0
2015-03-06,0.801218,0.802768,0.792324,0.801141,0.801141,0
2015-03-09,0.793336,0.795355,0.792154,0.793462,0.793462,0
2015-03-10,0.792393,0.793550,0.788519,0.792330,0.792330,0
2015-03-11,0.788936,0.789640,0.782552,0.788980,0.788980,0
2015-03-12,0.785053,0.792205,0.783269,0.784997,0.784997,0
2015-03-13,0.788084,0.788084,0.779964,0.787972,0.787972,0
2015-03-16,0.780366,0.783822,0.780256,0.780238,0.780238,0
2015-03-17,0.782816,0.784308,0.781665,0.782889,0.782889,0
2015-03-18,0.782099,0.783042,0.779302,0.782044,0.782044,0
2015-03-19,0.796369,0.799444,0.784658,0.796641,0.796641,0
2015-03-20,0.787402,0.795672,0.786250,0.787340,0.787340,0
2015-03-23,0.794748,0.799616,0.792770,0.794868,0.794868,0
2015-03-24,0.798722,0.804389,0.797137,0.798658,0.798658,0
2015-03-25,0.799616,0.801667,0.797550,0.799424,0.799424,0
2015-03-26,0.798384,0.805737,0.798116,0.798276,0.798276,0
2015-03-27,0.801282,0.802053,0.794818,0.801321,0.801321,0
2015-03-30,0.793147,0.793525,0.787216,0.793147,0.793147,0
2015-03-31,0.788924,0.789902,0.782718,0.789060,0.789060,0
2015-04-01,0.788333,0.793670,0.786850,0.788146,0.788146,0
2015-04-02,0.792858,0.796305,0.790389,0.792996,0.792996,0
2015-04-03,0.796052,0.804175,0.795355,0.796071,0.796071,0
2015-04-06,0.801539,0.804091,0.801019,0.801603,0.801603,0
2015-04-07,0.801603,0.803084,0.798786,0.801635,0.801635,0
2015-04-08,0.799808,0.806211,0.797544,0.799744,0.799744,0
2015-04-09,0.797359,0.799514,0.793141,0.797353,0.797353,0
2015-04-10,0.794913,0.795463,0.789665,0.795096,0.795096,0
2015-04-13,0.795355,0.795988,0.790914,0.795577,0.795577,0
2015-04-14,0.794155,0.803581,0.793537,0.794155,0.794155,0
2015-04-15,0.801090,0.808761,0.795830,0.801045,0.801045,0
2015-04-16,0.812698,0.819115,0.811234,0.812744,0.812744,0
2015-04-17,0.819578,0.826993,0.816700,0.819578,0.819578,0
2015-04-20,0.819001,0.821220,0.815920,0.818954,0.818954,0
2015-04-21,0.817795,0.818699,0.813471,0.818130,0.818130,0
2015-04-22,0.814996,0.818934,0.813974,0.815228,0.815228,0
2015-04-23,0.816793,0.824008,0.815182,0.816860,0.816860,0
2015-04-24,0.823113,0.826173,0.821038,0.823255,0.823255,0
2015-04-27,0.821693,0.827869,0.820116,0.821733,0.821733,0
2015-04-28,0.826925,0.832016,0.825369,0.826925,0.826925,0
2015-04-29,0.830855,0.836442,0.828363,0.830772,0.830772,0
2015-04-30,0.832016,0.833458,0.824375,0.832057,0.832057,0
2015-05-01,0.828020,0.828089,0.819350,0.827952,0.827952,0
2015-05-04,0.822172,0.827061,0.821072,0.822233,0.822233,0
2015-05-05,0.827000,0.833014,0.824355,0.826959,0.826959,0
2015-05-06,0.828185,0.837310,0.827410,0.828459,0.828459,0
2015-05-07,0.830530,0.831186,0.822612,0.830703,0.830703,0
2015-05-08,0.825996,0.829009,0.823432,0.825900,0.825900,0
2015-05-11,0.826986,0.828899,0.823486,0.827102,0.827102,0
2015-05-12,0.826856,0.834502,0.826057,0.826884,0.826884,0
2015-05-13,0.832792,0.838251,0.831421,0.833125,0.833125,0
2015-05-14,0.836540,0.839067,0.833070,0.836540,0.836540,0
2015-05-15,0.834446,0.834794,0.828741,0.834516,0.834516,0
2015-05-18,0.832293,0.832362,0.822517,0.832515,0.832515,0
2015-05-19,0.823330,0.824538,0.816453,0.823384,0.823384,0
2015-05-20,0.817735,0.819739,0.815993,0.817722,0.817722,0
2015-05-21,0.819403,0.821612,0.817020,0.819242,0.819242,0
2015-05-22,0.819901,0.821490,0.813537,0.819941,0.819941,0
2015-05-25,0.813405,0.814730,0.812084,0.813339,0.813339,0
2015-05-26,0.811794,0.813074,0.803471,0.811734,0.811734,0
2015-05-27,0.805023,0.806777,0.800871,0.804868,0.804868,0
2015-05-28,0.802813,0.804117,0.797734,0.802955,0.802955,0
2015-05-29,0.804920,0.805802,0.798327,0.804823,0.804823,0
2015-06-01,0.802594,0.803413,0.796121,0.802819,0.802819,0
2015-06-02,0.798397,0.805010,0.797804,0.798441,0.798441,0
2015-06-03,0.805607,0.807494,0.799744,0.805562,0.805562,0
2015-06-04,0.802761,0.804117,0.799859,0.802826,0.802826,0
2015-06-05,0.800384,0.802736,0.796045,0.800384,0.800384,0
2015-06-08,0.802459,0.806712,0.801950,0.802761,0.802761,0
2015-06-09,0.805737,0.812612,0.803923,0.805802,0.805802,0
2015-06-10,0.810438,0.819538,0.809664,0.810373,0.810373,0
2015-06-11,0.814458,0.815262,0.809599,0.814730,0.814730,0
2015-06-12,0.813537,0.814598,0.809953,0.813471,0.813471,0
2015-06-15,0.812084,0.812216,0.809179,0.812038,0.812038,0
2015-06-16,0.812018,0.812678,0.810077,0.811952,0.811952,0
2015-06-17,0.813405,0.813935,0.810879,0.813312,0.813312,0
2015-06-18,0.817661,0.824518,0.817294,0.817728,0.817728,0
2015-06-19,0.817976,0.818867,0.813392,0.817795,0.817795,0
2015-06-22,0.814664,0.818599,0.812949,0.814730,0.814730,0
2015-06-23,0.812130,0.812130,0.807689,0.812117,0.812117,0
2015-06-24,0.811517,0.814498,0.805017,0.811478,0.811478,0
2015-06-25,0.807441,0.810964,0.806588,0.807494,0.807494,0
2015-06-26,0.810944,0.811096,0.806731,0.810892,0.810892,0
2015-06-29,0.809618,0.812612,0.805997,0.809651,0.809651,0
2015-06-30,0.805639,0.808878,0.800320,0.805678,0.805678,0
2015-07-01,0.801545,0.801667,0.795881,0.801475,0.801475,0
2015-07-02,0.794319,0.796369,0.791634,0.794212,0.794212,0
2015-07-03,0.797067,0.797474,0.793588,0.797194,0.797194,0
2015-07-06,0.792927,0.795881,0.789964,0.792764,0.792764,0
2015-07-07,0.789889,0.790576,0.782601,0.789933,0.789933,0
2015-07-08,0.786164,0.788084,0.783503,0.786361,0.786361,0
2015-07-09,0.785435,0.789453,0.784868,0.785608,0.785608,0
2015-07-10,0.786788,0.789478,0.784240,0.786807,0.786807,0
2015-07-13,0.787569,0.788451,0.781971,0.787650,0.787650,0
2015-07-14,0.784123,0.786287,0.781067,0.784252,0.784252,0
2015-07-15,0.785238,0.786040,0.772857,0.785114,0.785114,0
2015-07-16,0.773694,0.774953,0.772284,0.773575,0.773575,0
2015-07-17,0.771135,0.772380,0.769325,0.771123,0.771123,0
2015-07-20,0.769876,0.772141,0.767996,0.770001,0.770001,0
2015-07-21,0.769468,0.774114,0.768510,0.769485,0.769485,0
2015-07-22,0.772798,0.773036,0.766401,0.772618,0.772618,0
2015-07-23,0.766789,0.772040,0.766483,0.766824,0.766824,0
2015-07-24,0.767990,0.768285,0.763219,0.768138,0.768138,0
2015-07-27,0.766871,0.770416,0.766718,0.766812,0.766812,0
2015-07-28,0.767101,0.773335,0.766930,0.767001,0.767001,0
2015-07-29,0.773503,0.776880,0.771236,0.773473,0.773473,0
2015-07-30,0.772266,0.772320,0.766712,0.772338,0.772338,0
2015-07-31,0.768994,0.772678,0.765146,0.768900,0.768900,0
2015-08-03,0.762021,0.762835,0.759077,0.762137,0.762137,0
2015-08-04,0.759936,0.762980,0.759002,0.759988,0.759988,0
2015-08-05,0.757978,0.762614,0.756848,0.758035,0.758035,0
2015-08-06,0.759186,0.760572,0.757943,0.759359,0.759359,0
2015-08-07,0.762486,0.765931,0.758783,0.762590,0.762590,0
2015-08-10,0.760508,0.766342,0.758771,0.760746,0.760746,0
2015-08-11,0.768640,0.769527,0.760630,0.768569,0.768569,0
2015-08-12,0.763370,0.772105,0.760341,0.763359,0.763359,0
2015-08-13,0.770541,0.771665,0.764094,0.770594,0.770594,0
2015-08-14,0.765474,0.768285,0.764146,0.765404,0.765404,0
2015-08-17,0.763417,0.764117,0.760381,0.763341,0.763341,0
2015-08-18,0.763709,0.765697,0.761887,0.763650,0.763650,0
2015-08-19,0.765931,0.767813,0.759371,0.765755,0.765755,0
2015-08-20,0.761934,0.765755,0.759129,0.761963,0.761963,0
2015-08-21,0.764818,0.765345,0.758725,0.764725,0.764725,0
2015-08-24,0.756430,0.759855,0.752695,0.756487,0.756487,0
2015-08-25,0.752785,0.760381,0.751880,0.752729,0.752729,0
2015-08-26,0.749400,0.754632,0.749232,0.749288,0.749288,0
